YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2000,United_State,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,A5,X,15.6,11.2,13.6,21,313
2000,United_State,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,M5,X,14.8,10.9,13.0,22,299
2000,United_State,TAURUS,MID-SIZE,3.0,6,A4,X,12.1,7.7,10.1,28,232
2000,United_State,TAURUS #,MID-SIZE,3.0,6,A4,X,12.0,7.7,10.1,28,232
2000,United_State,TAURUS WAGON,STATION WAGON - MID-SIZE,3.0,6,A4,X,12.6,8.1,10.6,27,244
2000,United_State,TAURUS WAGON #,STATION WAGON - MID-SIZE,3.0,6,A4,X,12.5,8.1,10.5,27,242
2000,United_State,WINDSTAR VAN,VAN - CARGO,3.0,6,A4,X,14.0,9.3,11.9,24,274
2000,United_State,WINDSTAR VAN,VAN - CARGO,3.8,6,A4,X,13.3,9.5,11.6,24,267
2000,United_State,WINDSTAR WAGON,MINIVAN,3.0,6,A4,X,14.0,9.3,11.9,24,274
2000,United_State,WINDSTAR WAGON,MINIVAN,3.8,6,A4,X,13.9,9.4,11.9,24,274
2000,United_State,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.9,11.9,14.1,20,324
2000,United_State,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.7,12.3,14.7,19,338
2000,United_State,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,X,14.6,10.5,12.8,22,294
2000,United_State,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,M5,X,17.1,11.0,14.4,20,331
2000,United_State,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.0,10.8,13.1,22,301
2000,United_State,C1500 YUKON,SUV,4.8,8,A4,X,16.9,12.7,15.0,19,345
2000,United_State,C1500 YUKON,SUV,5.3,8,A4,X,17.1,12.5,15.0,19,345
2000,United_State,C1500 YUKON XL,SUV,5.3,8,A4,X,17.1,12.5,15.0,19,345
2000,United_State,C2500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.1,12.0,14.3,20,329
2000,United_State,C2500 SIERRA,PICKUP TRUCK - STANDARD,6.0,8,A4,X,19.4,13.5,16.7,17,384
2000,United_State,G15/G25 SAVANA CARGO,VAN - CARGO,4.3,6,A4,X,16.0,11.9,14.2,20,327
2000,United_State,G15/G25 SAVANA CARGO,VAN - CARGO,5.0,8,A4,X,16.4,11.8,14.3,20,329
2000,United_State,G15/G25 SAVANA CARGO,VAN - CARGO,5.7,8,A4,X,17.3,12.7,15.2,19,350
2000,United_State,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,4.3,6,A4,X,16.5,12.2,14.6,19,336
2000,United_State,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,5.0,8,A4,X,16.5,12.0,14.5,19,334
2000,United_State,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,5.7,8,A4,X,18.7,13.6,16.4,17,377
2000,United_State,JIMMY,SUV,4.3,6,A4,X,14.5,10.8,12.8,22,294
2000,United_State,JIMMY,SUV,4.3,6,M5,X,14.6,9.9,12.5,23,288
2000,United_State,JIMMY 4X4,SUV,4.3,6,A4,X,15.3,11.1,13.4,21,308
2000,United_State,JIMMY 4X4,SUV,4.3,6,M5,X,16.9,12.4,14.9,19,343
2000,United_State,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.3,11.1,13.4,21,308
2000,United_State,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.9,12.4,14.9,19,343
2000,United_State,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,15.6,12.0,14.0,20,322
2000,United_State,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.3,12.5,15.7,18,361
2000,United_State,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.2,12.3,14.4,20,331
2000,United_State,K1500 YUKON 4X4,SUV,4.8,8,A4,X,16.9,12.7,15.0,19,345
2000,United_State,K1500 YUKON 4X4,SUV,5.3,8,A4,X,17.1,12.6,15.1,19,347
2000,United_State,K1500 YUKON 4X4,SUV,5.7,8,A4,X,19.2,13.4,16.6,17,382
2000,United_State,SAFARI CARGO,VAN - CARGO,4.3,6,A4,X,14.5,10.8,12.8,22,294
2000,United_State,SAFARI CARGO AWD,VAN - CARGO,4.3,6,A4,X,15.3,11.1,13.4,21,308
2000,United_State,SAFARI PASSENGER,VAN - PASSENGER,4.3,6,A4,X,15.9,11.9,14.1,20,324
2000,United_State,SAFARI PASSENGER AWD,VAN - PASSENGER,4.3,6,A4,X,15.7,11.4,13.8,20,317
2000,United_State,SONOMA,PICKUP TRUCK - SMALL,2.2,4,A4,X,12.3,8.4,10.5,27,242
2000,United_State,SONOMA,PICKUP TRUCK - SMALL,2.2,4,M5,X,10.8,7.4,9.3,30,214
2000,United_State,SONOMA,PICKUP TRUCK - SMALL,4.3,6,A4,X,13.8,9.7,12.0,24,276
2000,United_State,SONOMA,PICKUP TRUCK - SMALL,4.3,6,M5,X,14.5,9.7,12.3,23,283
2000,United_State,SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.1,10.9,13.2,21,304
2000,United_State,SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,14.6,10.1,12.6,22,290
2000,Japan,ACCORD,MID-SIZE,3.0,6,A4,X,11.5,7.8,9.8,29,225
2000,Japan,ACCORD DX,MID-SIZE,2.3,4,A4,X,10.8,7.5,9.3,30,214
2000,Japan,ACCORD DX,MID-SIZE,2.3,4,M5,X,10.1,7.2,8.8,32,202
2000,Japan,ACCORD EX/LX,MID-SIZE,2.3,4,A4,X,10.4,7.1,8.9,32,205
2000,Japan,ACCORD EX/LX,MID-SIZE,2.3,4,M5,X,9.4,6.8,8.2,34,189
2000,Japan,CIVIC COUPE Si,SUBCOMPACT,1.6,4,A4,X,9.2,6.7,8.1,35,186
2000,Japan,CIVIC COUPE Si,SUBCOMPACT,1.6,4,M5,X,8.5,6.5,7.6,37,175
2000,Japan,CIVIC COUPE SiR,SUBCOMPACT,1.6,4,M5,Z,9.5,7.0,8.4,34,193
2000,Japan,CIVIC CX/DX/LX/EX,SUBCOMPACT,1.6,4,A4,X,8.7,6.1,7.5,38,172
2000,Japan,CIVIC CX/DX/LX/EX,SUBCOMPACT,1.6,4,M5,X,7.6,5.8,6.8,42,156
2000,Japan,CR-V,SUV,2.0,4,A4,X,11.0,8.9,10.1,28,232
2000,Japan,CR-V,SUV,2.0,4,M5,X,11.0,8.9,10.1,28,232
2000,Japan,INSIGHT,SUBCOMPACT,1.0,3,M5,X,3.9,3.2,3.6,78,83
2000,Japan,ODYSSEY,MINIVAN,3.5,6,A4,X,13.3,8.5,11.1,25,255
2000,Japan,PRELUDE,SUBCOMPACT,2.2,4,AS4,Z,11.2,8.2,9.8,29,225
2000,Japan,PRELUDE,SUBCOMPACT,2.2,4,M5,Z,10.6,8.1,9.5,30,218
2000,Japan,S2000,SUBCOMPACT,2.0,4,M6,Z,11.6,8.5,10.2,28,235
2000,South_Korea,ACCENT,COMPACT,1.5,4,A4,X,9.2,6.1,7.8,36,179
2000,South_Korea,ACCENT,COMPACT,1.5,4,M5,X,8.4,6.0,7.3,39,168
2000,South_Korea,ELANTRA,COMPACT,2.0,4,A4,X,10.8,7.0,9.1,31,209
2000,South_Korea,ELANTRA,COMPACT,2.0,4,M5,X,9.9,6.5,8.4,34,193
2000,South_Korea,ELANTRA WAGON,STATION WAGON - SMALL,2.0,4,A4,X,11.0,7.3,9.3,30,214
2000,South_Korea,ELANTRA WAGON,STATION WAGON - SMALL,2.0,4,M5,X,10.0,6.7,8.5,33,196
2000,South_Korea,SONATA 2.4L,MID-SIZE,2.4,4,A4,X,11.5,7.7,9.8,29,225
2000,South_Korea,SONATA 2.5L,MID-SIZE,2.5,6,A4,X,11.7,7.8,9.9,29,228
2000,South_Korea,TIBURON,SUBCOMPACT,2.0,4,A4,X,10.8,7.2,9.2,31,212
2000,South_Korea,TIBURON,SUBCOMPACT,2.0,4,M5,X,10.0,6.7,8.5,33,196
2000,Japan,G20,COMPACT,2.0,4,A4,X,10.2,7.1,8.8,32,202
2000,Japan,G20,COMPACT,2.0,4,M5,X,10.0,6.9,8.6,33,198
2000,Japan,I30,MID-SIZE,3.0,6,A4,X,11.9,7.8,10.1,28,232
2000,Japan,QX4 4X4,SUV,3.3,6,A4,X,15.9,11.7,14.0,20,322
2000,Japan,HOMBRE,PICKUP TRUCK - SMALL,2.2,4,A4,X,12.3,8.4,10.5,27,242
2000,Japan,HOMBRE,PICKUP TRUCK - SMALL,2.2,4,M5,X,10.8,7.4,9.3,30,214
2000,Japan,HOMBRE,PICKUP TRUCK - SMALL,4.3,6,A4,X,13.8,9.7,12.0,24,276
2000,Japan,HOMBRE 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.1,10.9,13.2,21,304
2000,Japan,RODEO 4X4,SUV,3.2,6,A4,X,14.9,10.8,13.1,22,301
2000,Japan,RODEO 4X4,SUV,3.2,6,M5,X,15.1,11.1,13.3,21,306
2000,Japan,TROOPER 4X4,SUV,3.5,6,A4,X,16.0,11.6,14.0,20,322
2000,Japan,TROOPER 4X4,SUV,3.5,6,M5,X,16.1,11.7,14.1,20,324
2000,United_Kingdom,S-TYPE V6,MID-SIZE,3.0,6,A5,Z,13.2,8.4,11.0,26,253
2000,United_Kingdom,S-TYPE V8,MID-SIZE,4.0,8,A5,Z,13.7,9.4,11.8,24,271
2000,United_Kingdom,VANDEN PLAS,MID-SIZE,4.0,8,A5,Z,13.9,8.9,11.6,24,267
2000,United_Kingdom,VANDEN PLAS SUPERCHARGED,MID-SIZE,4.0,8,A5,Z,14.9,10.0,12.7,22,292
2000,United_Kingdom,XJ8,COMPACT,4.0,8,A5,Z,13.9,8.9,11.6,24,267
2000,United_Kingdom,XJR #,COMPACT,4.0,8,A5,Z,14.8,10.0,12.6,22,290
2000,United_Kingdom,XK8,SUBCOMPACT,4.0,8,A5,Z,13.8,8.8,11.6,24,267
2000,United_Kingdom,XK8 CONVERTIBLE,MINICOMPACT,4.0,8,A5,Z,13.9,9.0,11.7,24,269
2000,United_Kingdom,XKR #,SUBCOMPACT,4.0,8,A5,Z,14.1,9.4,12.0,24,276
2000,United_Kingdom,XKR CONVERTIBLE #,MINICOMPACT,4.0,8,A5,Z,14.6,9.8,12.4,23,285
2000,United_State,CHEROKEE 4X4,SUV,4.0,6,A4,X,14.9,10.5,12.9,22,297
2000,United_State,CHEROKEE 4X4,SUV,4.0,6,M5,X,13.8,10.0,12.1,23,278
2000,United_State,GRAND CHEROKEE 4X4,SUV,4.0,6,A4,X,14.8,10.5,12.9,22,297
2000,United_State,GRAND CHEROKEE 4X4,SUV,4.7,8,A4,X,16.2,11.2,14.0,20,322
2000,United_State,TJ 4X4,SUV,2.5,4,A3,X,14.9,12.0,13.6,21,313
2000,United_State,TJ 4X4,SUV,2.5,4,M5,X,13.1,10.7,12.0,24,276
2000,United_State,TJ 4X4,SUV,4.0,6,A3,X,15.6,12.2,14.1,20,324
2000,United_State,TJ 4X4,SUV,4.0,6,M5,X,15.0,11.2,13.3,21,306
2000,South_Korea,SEPHIA,COMPACT,1.8,4,A4,X,10.3,7.1,8.9,32,205
2000,South_Korea,SEPHIA,COMPACT,1.8,4,M5,X,9.8,7.8,8.9,32,205
2000,South_Korea,SPORTAGE 4X4,SUV,2.0,4,A4,X,11.9,10.3,11.2,25,258
2000,South_Korea,SPORTAGE 4X4,SUV,2.0,4,M5,X,11.3,10.3,10.8,26,248
2000,United_Kingdom,DISCOVERY SERIES II 4X4,SUV,4.0,8,A4,Z,17.7,12.7,15.4,18,354
2000,United_Kingdom,DISCOVERY SERIES II 4X4,SUV,4.0,8,A4,Z,17.7,12.7,15.4,18,354
2000,United_Kingdom,RANGE ROVER 4X4,SUV,4.0,8,A4,Z,17.7,12.7,15.4,18,354
2000,United_Kingdom,RANGE ROVER 4X4,SUV,4.6,8,A4,Z,20.1,14.7,17.7,16,407
2000,Japan,ES 300,COMPACT,3.0,6,A4,X,12.3,8.2,10.5,27,242
2000,Japan,GS 300,MID-SIZE,3.0,6,A5,Z,12.2,8.7,10.6,27,244
2000,Japan,GS 400,MID-SIZE,4.0,8,A5,Z,13.4,9.0,11.4,25,262
2000,Japan,LS 400,MID-SIZE,4.0,8,A5,Z,12.7,8.6,10.9,26,251
2000,Japan,LX 470,SUV,4.7,8,A4,X,17.5,13.2,15.6,18,359
2000,Japan,RX 300,SUV,3.0,6,A4,X,12.6,9.2,11.1,25,255
2000,Japan,RX 300 4X4,SUV,3.0,6,A4,X,12.8,9.7,11.4,25,262
2000,United_State,CONTINENTAL,FULL-SIZE,4.6,8,A4,Z,13.6,8.6,11.4,25,262
2000,United_State,LS,MID-SIZE,3.0,6,A5,X,13.8,8.9,11.6,24,267
2000,United_State,LS,MID-SIZE,3.0,6,M5,X,13.9,8.8,11.6,24,267
2000,United_State,LS,MID-SIZE,3.9,8,A5,X,14.2,9.1,11.9,24,274
2000,United_State,NAVIGATOR 4X4,SUV,5.4,8,A4,Z,19.4,13.2,16.6,17,382
2000,United_State,TOWN CAR,FULL-SIZE,4.6,8,A4,X,13.7,8.9,11.5,25,264
2000,Japan,626,MID-SIZE,2.0,4,A4,X,11.2,7.9,9.7,29,223
2000,Japan,626,MID-SIZE,2.0,4,M5,X,9.3,6.8,8.2,34,189
2000,Japan,626,MID-SIZE,2.5,6,A4,Z,12.2,8.5,10.5,27,242
2000,Japan,626,MID-SIZE,2.5,6,M5,Z,11.8,8.5,10.3,27,237
2000,Japan,B3000,PICKUP TRUCK - STANDARD,3.0,6,A4,X,14.0,9.5,12.0,24,276
2000,Japan,B3000,PICKUP TRUCK - STANDARD,3.0,6,M5,X,14.5,9.6,12.3,23,283
2000,Japan,B4000,PICKUP TRUCK - STANDARD,4.0,6,A5,X,15.4,11.6,13.7,21,315
2000,Japan,B4000,PICKUP TRUCK - STANDARD,4.0,6,M5,X,13.9,10.1,12.2,23,281
2000,Japan,B4000 4X4,PICKUP TRUCK - STANDARD,4.0,6,A5,X,15.5,11.2,13.6,21,313
2000,Japan,B4000 4X4,PICKUP TRUCK - STANDARD,4.0,6,M5,X,14.8,11.0,13.1,22,301
2000,Japan,MILLENIA,COMPACT,2.5,6,A4,Z,12.3,8.3,10.5,27,242
2000,Japan,MILLENIA #,COMPACT,2.3,6,A4,Z,12.2,8.0,10.3,27,237
2000,Japan,MPV,MINIVAN,2.5,6,A4,X,13.6,9.9,11.9,24,274
2000,Japan,MX-5 MIATA,SUBCOMPACT,1.8,4,A4,X,10.5,7.6,9.2,31,212
2000,Japan,MX-5 MIATA,SUBCOMPACT,1.8,4,M5,X,9.7,7.4,8.7,32,200
2000,Japan,MX-5 MIATA,SUBCOMPACT,1.8,4,M6,X,10.1,7.6,9.0,31,207
2000,Japan,PROTEGE,COMPACT,1.6,4,A4,X,9.3,6.9,8.2,34,189
2000,Japan,PROTEGE,COMPACT,1.6,4,M5,X,8.5,6.7,7.7,37,177
2000,Japan,PROTEGE,COMPACT,1.8,4,A4,X,9.8,7.2,8.6,33,198
2000,Japan,PROTEGE,COMPACT,1.8,4,M5,X,8.9,6.7,7.9,36,182
2000,Germany,C 230 KOMPRESSOR #,COMPACT,2.3,4,A5,Z,11.0,7.5,9.4,30,216
2000,Germany,C 280,COMPACT,2.8,6,A5,Z,11.2,8.0,9.8,29,225
2000,Germany,C 43 AMG,COMPACT,4.3,8,A5,Z,13.1,9.6,11.5,25,264
2000,Germany,CLK 320,SUBCOMPACT,3.2,6,A5,Z,11.4,7.5,9.6,29,221
2000,Germany,CLK 320 CABRIOLET,MINICOMPACT,3.2,6,A5,Z,12.1,7.8,10.2,28,235
2000,Germany,CLK 430,SUBCOMPACT,4.3,8,A5,Z,12.8,8.8,11.0,26,253
2000,Germany,CLK 430 CABRIOLET,MINICOMPACT,4.3,8,A5,Z,13.6,9.0,11.5,25,264
2000,Germany,E 320,MID-SIZE,3.2,6,A5,Z,11.4,7.3,9.6,29,221
2000,Germany,E 320 4MATIC,MID-SIZE,3.2,6,A5,Z,11.6,7.8,9.9,29,228
2000,Germany,E 320 4MATIC WAGON,STATION WAGON - MID-SIZE,3.2,6,A5,Z,12.0,8.3,10.3,27,237
2000,Germany,E 320 WAGON,STATION WAGON - MID-SIZE,3.2,6,A5,Z,11.7,8.1,10.1,28,232
2000,Germany,E 430,MID-SIZE,4.3,8,A5,Z,13.0,8.9,11.2,25,258
2000,Germany,E 430 4MATIC,MID-SIZE,4.3,8,A5,Z,13.5,9.5,11.7,24,269
2000,Germany,E 55 AMG,MID-SIZE,5.5,8,A5,Z,14.3,9.4,12.1,23,278
2000,Germany,ML 320,SUV,3.2,6,A5,Z,14.4,10.9,12.8,22,294
2000,Germany,ML 430,SUV,4.3,8,A5,Z,15.3,11.5,13.6,21,313
2000,Germany,S 430,FULL-SIZE,4.3,8,A5,Z,13.7,8.9,11.5,25,264
2000,Germany,S 500,FULL-SIZE,5.0,8,A5,Z,14.4,9.6,12.2,23,281
2000,Germany,SL 500,SUBCOMPACT,5.0,8,A5,Z,14.6,9.5,12.3,23,283
2000,Germany,SL 600,SUBCOMPACT,6.0,12,A5,Z,18.2,11.4,15.1,19,347
2000,Germany,SLK 230 KOMPRESSOR #,SUBCOMPACT,2.3,4,A5,Z,10.6,7.3,9.1,31,209
2000,Germany,SLK 230 KOMPRESSOR #,SUBCOMPACT,2.3,4,M5,Z,11.1,7.1,9.3,30,214
2000,Japan,ALTIMA,COMPACT,2.4,4,A4,X,11.3,7.8,9.7,29,223
2000,Japan,ALTIMA,COMPACT,2.4,4,M5,X,10.2,7.1,8.8,32,202
2000,Japan,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4,A4,X,12.0,9.2,10.7,26,246
2000,Japan,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4,M5,X,10.7,8.4,9.7,29,223
2000,Japan,FRONTIER 4X4,PICKUP TRUCK - STANDARD,2.4,4,M5,X,13.3,10.2,11.9,24,274
2000,Japan,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,A4,X,15.1,11.3,13.4,21,308
2000,Japan,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,M5,X,14.4,11.6,13.1,22,301
2000,Japan,FRONTIER V6 4X4,PICKUP TRUCK - STANDARD,3.3,6,A4,X,15.6,11.7,13.8,20,317
2000,Japan,FRONTIER V6 4X4,PICKUP TRUCK - STANDARD,3.3,6,M5,X,14.5,11.9,13.3,21,306
2000,Japan,MAXIMA,MID-SIZE,3.0,6,A4,X,11.9,7.8,10.1,28,232
2000,Japan,MAXIMA,MID-SIZE,3.0,6,M5,X,10.9,7.9,9.6,29,221
2000,Japan,PATHFINDER 4X4,SUV,3.3,6,A4,X,15.6,11.6,13.8,20,317
2000,Japan,PATHFINDER 4X4,SUV,3.3,6,M5,X,14.8,12.2,13.6,21,313
2000,Japan,QUEST,MINIVAN,3.3,6,A4,X,13.9,9.0,11.7,24,269
2000,Japan,XTERRA,SUV,2.4,4,M5,X,12.6,9.2,11.1,25,255
2000,Japan,XTERRA V6,SUV,3.3,6,A4,X,14.8,11.1,13.1,22,301
2000,Japan,XTERRA V6,SUV,3.3,6,M5,X,14.2,11.4,12.9,22,297
2000,Japan,XTERRA V6 4X4,SUV,3.3,6,A4,X,15.6,11.7,13.8,20,317
2000,Japan,XTERRA V6 4X4,SUV,3.3,6,M5,X,14.5,11.9,13.3,21,306
2000,United_State,ALERO,COMPACT,2.4,4,A4,X,10.7,7.1,9.1,31,209
2000,United_State,ALERO,COMPACT,2.4,4,M5,X,11.0,7.0,9.2,31,212
2000,United_State,ALERO,COMPACT,3.4,6,A4,X,12.1,7.3,9.9,29,228
2000,United_State,INTRIGUE,MID-SIZE,3.5,6,A4,X,13.1,8.0,10.8,26,248
2000,United_State,SILHOUETTE,MINIVAN,3.4,6,A4,X,12.5,8.4,10.7,26,246
2000,United_State,PROWLER,SUBCOMPACT,3.5,6,AS4,Z,13.8,9.3,11.8,24,271
2000,United_State,BONNEVILLE,FULL-SIZE,3.8,6,A4,X,12.8,7.7,10.5,27,242
2000,United_State,BONNEVILLE #,FULL-SIZE,3.8,6,A4,Z,13.5,8.0,11.0,26,253
2000,United_State,FIREBIRD/FORMULA,SUBCOMPACT,3.8,6,A4,X,12.4,7.5,10.2,28,235
2000,United_State,FIREBIRD/FORMULA,SUBCOMPACT,3.8,6,M5,X,12.3,7.3,10.0,28,230
2000,United_State,FIREBIRD/FORMULA,SUBCOMPACT,5.7,8,A4,Z,13.3,9.1,11.4,25,262
2000,United_State,FIREBIRD/FORMULA,SUBCOMPACT,5.7,8,M6,Z,13.3,8.3,11.0,26,253
2000,United_State,FIREFLY,SUBCOMPACT,1.0,3,M5,X,6.0,4.5,5.3,53,122
2000,United_State,FIREFLY,SUBCOMPACT,1.3,4,A3,X,7.8,6.2,7.1,40,163
2000,United_State,FIREFLY,SUBCOMPACT,1.3,4,M5,X,6.4,4.9,5.7,50,131
2000,United_State,GRAND AM,COMPACT,2.4,4,A4,X,10.7,7.1,9.1,31,209
2000,United_State,GRAND AM,COMPACT,2.4,4,M5,X,11.0,7.0,9.2,31,212
2000,United_State,GRAND AM,COMPACT,3.4,6,A4,X,12.1,7.3,9.9,29,228
2000,United_State,GRAND PRIX,MID-SIZE,3.1,6,A4,X,11.6,7.3,9.7,29,223
2000,United_State,GRAND PRIX,MID-SIZE,3.8,6,A4,X,12.0,7.4,9.9,29,228
2000,United_State,GRAND PRIX #,MID-SIZE,3.8,6,A4,Z,13.4,7.9,10.9,26,251
2000,United_State,MONTANA,MINIVAN,3.4,6,A4,X,12.5,8.4,10.7,26,246
2000,United_State,SUNFIRE,SUBCOMPACT,2.2,4,A3,X,10.4,7.5,9.1,31,209
2000,United_State,SUNFIRE,SUBCOMPACT,2.2,4,A4,X,10.2,6.9,8.7,32,200
2000,United_State,SUNFIRE,SUBCOMPACT,2.2,4,M5,X,10.8,6.5,8.9,32,205
2000,United_State,SUNFIRE,SUBCOMPACT,2.4,4,A4,X,11.0,7.4,9.4,30,216
2000,United_State,SUNFIRE,SUBCOMPACT,2.4,4,M5,X,10.7,6.5,8.8,32,202
2000,Germany,911 CARRERA,MINICOMPACT,3.4,6,AS5,Z,14.3,8.6,11.7,24,269
2000,Germany,911 CARRERA,MINICOMPACT,3.4,6,M6,Z,13.8,8.6,11.5,25,264
2000,Germany,911 CARRERA 4,MINICOMPACT,3.4,6,AS5,Z,14.3,9.0,11.9,24,274
2000,Germany,911 CARRERA 4,MINICOMPACT,3.4,6,M6,Z,14.1,9.2,11.9,24,274
2000,Germany,BOXSTER,TWO-SEATER,2.7,6,AS5,Z,13.7,8.7,11.4,25,262
2000,Germany,BOXSTER,TWO-SEATER,2.7,6,M5,Z,13.4,8.8,11.3,25,260
2000,Germany,BOXSTER S,TWO-SEATER,3.2,6,AS5,Z,14.2,9.0,11.9,24,274
2000,Germany,BOXSTER S,TWO-SEATER,3.2,6,M6,Z,13.4,8.5,11.2,25,258
2000,Sweden,9-3 TURBO,MID-SIZE,2.0,4,A4,X,11.9,8.5,10.4,27,239
2000,Sweden,9-3 TURBO,MID-SIZE,2.0,4,M5,X,11.4,7.5,9.6,29,221
2000,Sweden,9-3 TURBO,MID-SIZE,2.3,4,M5,X,11.6,7.4,9.7,29,223
2000,Sweden,9-5 TURBO,FULL-SIZE,2.3,4,A4,X,12.4,8.2,10.5,27,242
2000,Sweden,9-5 TURBO,FULL-SIZE,2.3,4,M5,X,11.7,7.5,9.8,29,225
2000,Sweden,9-5 TURBO,FULL-SIZE,3.0,6,A4,X,12.7,8.3,10.7,26,246
2000,Sweden,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,A4,X,12.4,8.2,10.5,27,242
2000,Sweden,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,M5,X,11.7,7.5,9.8,29,225
2000,Sweden,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,3.0,6,A4,X,12.7,8.3,10.7,26,246
2000,United_State,LS,MID-SIZE,2.2,4,A4,X,10.5,7.2,9.0,31,207
2000,United_State,LS,MID-SIZE,2.2,4,M5,X,10.8,6.5,8.9,32,205
2000,United_State,LS,MID-SIZE,3.0,6,A4,X,11.8,8.2,10.2,28,235
2000,United_State,LW WAGON,STATION WAGON - MID-SIZE,2.2,4,A4,X,10.7,7.4,9.2,31,212
2000,United_State,LW WAGON,STATION WAGON - MID-SIZE,3.0,6,A4,X,11.8,8.2,10.2,28,235
2000,United_State,SC,SUBCOMPACT,1.9,4,A4,X,8.8,5.9,7.5,38,172
2000,United_State,SC,SUBCOMPACT,1.9,4,M5,X,8.5,5.4,7.1,40,163
2000,United_State,SC #,SUBCOMPACT,1.9,4,A4,X,9.3,5.9,7.8,36,179
2000,United_State,SC #,SUBCOMPACT,1.9,4,M5,X,9.0,5.7,7.5,38,172
2000,United_State,SL,COMPACT,1.9,4,A4,X,8.8,5.7,7.4,38,170
2000,United_State,SL,COMPACT,1.9,4,M5,X,8.0,5.3,6.8,42,156
2000,United_State,SL #,COMPACT,1.9,4,A4,X,9.3,5.9,7.8,36,179
2000,United_State,SL #,COMPACT,1.9,4,M5,X,9.0,5.7,7.5,38,172
2000,United_State,SW WAGON #,STATION WAGON - SMALL,1.9,4,A4,X,9.3,5.9,7.8,36,179
2000,United_State,SW WAGON #,STATION WAGON - SMALL,1.9,4,M5,X,9.0,5.7,7.5,38,172
2000,Japan,FORESTER AWD,SUV,2.5,4,A4,X,10.8,7.4,9.3,30,214
2000,Japan,FORESTER AWD,SUV,2.5,4,M5,X,11.0,7.4,9.4,30,216
2000,Japan,IMPREZA AWD,SUBCOMPACT,2.2,4,A4,X,10.3,7.4,9.0,31,207
2000,Japan,IMPREZA AWD,SUBCOMPACT,2.2,4,M5,X,10.4,7.4,9.0,31,207
2000,Japan,IMPREZA AWD,SUBCOMPACT,2.5,4,A4,X,10.4,7.6,9.1,31,209
2000,Japan,IMPREZA AWD,SUBCOMPACT,2.5,4,M5,X,11.3,7.8,9.7,29,223
2000,Japan,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.2,4,A4,X,10.3,7.4,9.0,31,207
2000,Japan,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.2,4,M5,X,10.4,7.4,9.0,31,207
2000,Japan,LEGACY AWD,COMPACT,2.5,4,A4,X,10.8,8.0,9.5,30,218
2000,Japan,LEGACY AWD,COMPACT,2.5,4,M5,X,11.0,7.8,9.6,29,221
2000,Japan,LEGACY WAGON AWD,STATION WAGON - MID-SIZE,2.5,4,A4,X,10.8,8.1,9.6,29,221
2000,Japan,LEGACY WAGON AWD,STATION WAGON - MID-SIZE,2.5,4,M5,X,11.0,7.8,9.6,29,221
2000,Japan,ESTEEM,SUBCOMPACT,1.6,4,A4,X,8.6,6.4,7.6,37,175
2000,Japan,ESTEEM,SUBCOMPACT,1.6,4,M5,X,7.6,5.7,6.7,42,154
2000,Japan,ESTEEM WAGON,STATION WAGON - SMALL,1.8,4,A4,X,9.0,6.3,7.8,36,179
2000,Japan,ESTEEM WAGON,STATION WAGON - SMALL,1.8,4,M5,X,8.3,6.0,7.3,39,168
2000,Japan,GRAND VITARA 4X4,SUV,2.5,6,A4,X,12.6,10.2,11.5,25,264
