YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2008,United_State,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.3,9.8,12.3,23,283
2008,United_State,SIERRA,PICKUP TRUCK - STANDARD,6.0,8,A4,X,16.5,11.4,14.2,20,327
2008,United_State,SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,14.9,11.2,13.3,21,306
2008,United_State,SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,15.2,11.0,13.3,21,306
2008,United_State,SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.9,10.5,12.9,22,297
2008,United_State,SIERRA 4X4,PICKUP TRUCK - STANDARD,6.0,8,A4,X,16.6,11.7,14.4,20,331
2008,United_State,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.1,10.6,13.0,22,299
2008,United_State,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,19.5,14.2,17.1,17,274
2008,United_State,SIERRA DENALI AWD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,17.7,10.8,14.6,19,336
2008,United_State,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.3,10.0,12.4,23,285
2008,United_State,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,18.8,13.4,16.4,17,262
2008,United_State,YUKON,SUV,5.3,8,A4,X,14.7,9.8,12.5,23,288
2008,United_State,YUKON,SUV,6.2,8,A6,Z,17.5,10.6,14.4,20,331
2008,United_State,YUKON 4X4 FFV,SUV,5.3,8,A4,X,15.4,10.4,13.1,22,301
2008,United_State,YUKON 4X4 FFV,SUV,5.3,8,A4,E,19.9,13.8,17.2,16,275
2008,United_State,YUKON 4X4 HYBRID,SUV,6.0,8,AV,X,10.5,9.8,10.2,28,235
2008,United_State,YUKON DENALI AWD,SUV,6.2,8,A6,Z,17.7,10.8,14.6,19,336
2008,United_State,YUKON FFV,SUV,5.3,8,A4,X,14.9,10.0,12.7,22,292
2008,United_State,YUKON FFV,SUV,5.3,8,A4,E,19.6,13.4,16.9,17,270
2008,United_State,YUKON HYBRID,SUV,6.0,8,AV,X,9.8,9.2,9.5,30,218
2008,United_State,YUKON XL,SUV,5.3,8,A4,X,14.7,9.8,12.5,23,288
2008,United_State,YUKON XL,SUV,6.0,8,A4,X,17.0,11.5,14.5,19,334
2008,United_State,YUKON XL 4X4,SUV,6.0,8,A4,X,17.3,11.8,14.8,19,340
2008,United_State,YUKON XL 4X4 FFV,SUV,5.3,8,A4,X,15.4,10.4,13.1,22,301
2008,United_State,YUKON XL 4X4 FFV,SUV,5.3,8,A4,E,19.9,13.8,17.2,16,275
2008,United_State,YUKON XL FFV,SUV,5.3,8,A4,X,14.9,10.0,12.7,22,292
2008,United_State,YUKON XL FFV,SUV,5.3,8,A4,E,19.6,13.4,16.9,17,270
2008,Japan,ACCORD 2DR COUPE,COMPACT,2.4,4,A5,X,9.9,6.5,8.4,34,193
2008,Japan,ACCORD 2DR COUPE,COMPACT,2.4,4,M5,X,9.4,6.4,8.0,35,184
2008,Japan,ACCORD 2DR COUPE,COMPACT,3.5,6,A5,X,11.0,6.9,9.2,31,212
2008,Japan,ACCORD 2DR COUPE,COMPACT,3.5,6,M6,X,12.6,7.8,10.5,27,242
2008,Japan,ACCORD 4DR SEDAN,FULL-SIZE,2.4,4,A5,X,9.9,6.5,8.4,34,193
2008,Japan,ACCORD 4DR SEDAN,FULL-SIZE,2.4,4,M5,X,9.4,6.4,8.0,35,184
2008,Japan,ACCORD 4DR SEDAN,FULL-SIZE,3.5,6,A5,X,11.0,6.7,9.1,31,209
2008,Japan,CIVIC,SUBCOMPACT,1.8,4,A5,X,8.2,5.7,7.1,40,163
2008,Japan,CIVIC,SUBCOMPACT,1.8,4,M5,X,7.4,5.4,6.5,43,150
2008,Japan,CIVIC,SUBCOMPACT,2.0,4,M6,Z,10.2,6.8,8.7,32,200
2008,Japan,CIVIC HYBRID,COMPACT,1.3,4,AV,X,4.7,4.3,4.5,63,104
2008,Japan,CR-V,SUV,2.4,4,A5,X,10.3,7.3,9.0,31,207
2008,Japan,CR-V AWD,SUV,2.4,4,A5,X,10.7,7.8,9.4,30,216
2008,Japan,ELEMENT,SUV,2.4,4,A5,X,10.5,8.1,9.4,30,216
2008,Japan,ELEMENT,SUV,2.4,4,M5,X,11.3,8.7,10.1,28,232
2008,Japan,ELEMENT AWD,SUV,2.4,4,A5,X,11.0,8.3,9.8,29,225
2008,Japan,ELEMENT AWD,SUV,2.4,4,M5,X,11.3,8.8,10.2,28,235
2008,Japan,FIT,STATION WAGON - SMALL,1.5,4,A5,X,7.8,5.6,6.8,42,156
2008,Japan,FIT,STATION WAGON - SMALL,1.5,4,AS5,X,8.0,5.8,7.0,40,161
2008,Japan,FIT,STATION WAGON - SMALL,1.5,4,M5,X,7.1,5.7,6.5,43,150
2008,Japan,ODYSSEY,MINIVAN,3.5,6,A5,X,13.3,8.5,11.1,25,255
2008,Japan,ODYSSEY EX-L/TOURING,MINIVAN,3.5,6,A5,X,12.4,7.8,10.3,27,237
2008,Japan,PILOT,SUV,3.5,6,A5,X,13.3,8.9,11.3,25,260
2008,Japan,PILOT AWD,SUV,3.5,6,A5,X,14.1,9.7,12.2,23,281
2008,Japan,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,14.4,10.1,12.5,23,288
2008,Japan,S2000,TWO-SEATER,2.2,4,M6,Z,11.8,8.4,10.2,28,235
2008,United_State,H3 4X4,SUV,3.7,5,A4,X,15.6,11.4,13.8,20,317
2008,United_State,H3 4X4,SUV,3.7,5,M5,X,16.8,11.4,14.4,20,331
2008,United_State,H3 4X4,SUV,5.3,8,A4,X,16.6,12.6,14.8,19,340
2008,South_Korea,ACCENT,COMPACT,1.6,4,A4,X,8.5,5.9,7.3,39,168
2008,South_Korea,ACCENT,COMPACT,1.6,4,M5,X,7.4,6.2,6.9,41,159
2008,South_Korea,AZERA,FULL-SIZE,3.8,6,A5,X,12.2,7.8,10.2,28,235
2008,South_Korea,ELANTRA,MID-SIZE,2.0,4,A4,X,8.2,6.0,7.2,39,166
2008,South_Korea,ELANTRA,MID-SIZE,2.0,4,M4,X,8.4,6.0,7.3,39,168
2008,South_Korea,ENTOURAGE,MINIVAN,3.8,6,A5,X,13.2,8.8,11.2,25,258
2008,South_Korea,SANTA FE,SUV,2.7,6,A4,X,11.4,8.3,10.0,28,230
2008,South_Korea,SANTA FE,SUV,2.7,6,M5,X,12.1,8.3,10.4,27,239
2008,South_Korea,SANTA FE,SUV,3.3,6,A5,X,12.2,8.4,10.5,27,242
2008,South_Korea,SANTA FE 4X4,SUV,3.3,6,A5,X,12.6,8.4,10.7,26,246
2008,South_Korea,SONATA,FULL-SIZE,2.4,4,A4,X,9.9,6.5,8.4,34,193
2008,South_Korea,SONATA,FULL-SIZE,2.4,4,M5,X,9.6,6.3,8.1,35,186
2008,South_Korea,SONATA,FULL-SIZE,3.3,6,A5,X,11.1,7.1,9.3,30,214
2008,South_Korea,TIBURON,SUBCOMPACT,2.0,4,A4,X,10.6,7.2,9.1,31,209
2008,South_Korea,TIBURON,SUBCOMPACT,2.0,4,M5,X,10.2,7.1,8.8,32,202
2008,South_Korea,TIBURON,SUBCOMPACT,2.7,6,A4,X,12.3,8.3,10.5,27,242
2008,South_Korea,TIBURON,SUBCOMPACT,2.7,6,M5,X,12.2,8.1,10.4,27,239
2008,South_Korea,TIBURON,SUBCOMPACT,2.7,6,M6,X,12.7,8.2,10.7,26,246
2008,South_Korea,TUCSON,SUV,2.0,4,A4,X,10.7,8.0,9.5,30,218
2008,South_Korea,TUCSON,SUV,2.0,4,M5,X,10.4,7.8,9.2,31,212
2008,South_Korea,TUCSON,SUV,2.7,6,A4,X,11.9,8.4,10.3,27,237
2008,South_Korea,TUCSON 4X4,SUV,2.7,6,A4,X,12.3,8.8,10.7,26,246
2008,South_Korea,VERACRUZ 4X4,SUV,3.8,6,A6,X,13.9,9.0,11.7,24,269
2008,Japan,EX35 AWD,SUV,3.5,6,AS5,Z,12.9,8.5,11.0,26,253
2008,Japan,FX35 AWD,SUV,3.5,6,AS5,Z,14.4,9.9,12.4,23,285
2008,Japan,FX45 AWD,SUV,4.5,8,AS5,Z,16.4,11.7,14.3,20,329
2008,Japan,G35,MID-SIZE,3.5,6,AS5,Z,12.1,8.2,10.4,27,239
2008,Japan,G35,MID-SIZE,3.5,6,M6,Z,12.1,8.0,10.3,27,237
2008,Japan,G35X,MID-SIZE,3.5,6,AS5,Z,12.6,8.7,10.8,26,248
2008,Japan,G37 COUPE,SUBCOMPACT,3.7,6,AS5,Z,11.9,8.1,10.2,28,235
2008,Japan,G37 COUPE,SUBCOMPACT,3.7,6,M6,Z,12.0,7.8,10.1,28,232
2008,Japan,M35,FULL-SIZE,3.5,6,AS5,Z,13.2,8.6,11.1,25,255
2008,Japan,M35X,FULL-SIZE,3.5,6,AS5,Z,13.5,9.1,11.5,25,264
2008,Japan,M45,FULL-SIZE,4.5,8,AS5,Z,13.5,9.4,11.6,24,267
2008,Japan,M45X,FULL-SIZE,4.5,8,AS5,Z,15.1,10.2,12.9,22,297
2008,Japan,QX56 4X4,SUV,5.6,8,A5,Z,18.2,11.8,15.3,18,352
2008,United_Kingdom,S-TYPE 3.0,MID-SIZE,3.0,6,A6,Z,12.4,7.8,10.3,27,237
2008,United_Kingdom,S-TYPE 4.2,MID-SIZE,4.2,8,A6,Z,13.0,8.3,10.9,26,251
2008,United_Kingdom,S-TYPE R #,MID-SIZE,4.2,8,A6,Z,13.9,9.2,11.8,24,271
2008,United_Kingdom,SUPER V8 #,FULL-SIZE,4.2,8,A6,Z,13.9,9.1,11.8,24,271
2008,United_Kingdom,VANDEN PLAS,FULL-SIZE,4.2,8,A6,Z,13.0,8.1,10.8,26,248
2008,United_Kingdom,XJ 8L,FULL-SIZE,4.2,8,A6,Z,12.8,8.0,10.7,26,246
2008,United_Kingdom,XJ8,COMPACT,4.2,8,A6,Z,12.8,8.0,10.7,26,246
2008,United_Kingdom,XJR #,COMPACT,4.2,8,A6,Z,13.9,9.1,11.8,24,271
2008,United_Kingdom,XK,MINICOMPACT,4.2,8,A6,Z,13.1,8.0,10.8,26,248
2008,United_Kingdom,XK CONVERTIBLE,MINICOMPACT,4.2,8,A6,Z,13.1,8.0,10.8,26,248
2008,United_Kingdom,XKR #,MINICOMPACT,4.2,8,A6,Z,13.7,8.8,11.5,25,264
2008,United_Kingdom,XKR CONVERTIBLE #,MINICOMPACT,4.2,8,A6,Z,13.7,8.8,11.5,25,264
2008,United_Kingdom,X-TYPE,SUBCOMPACT,3.0,6,A5,Z,13.2,9.0,11.3,25,260
2008,United_Kingdom,X-TYPE SPORT BRAKE,STATION WAGON - SMALL,3.0,6,A5,Z,13.3,8.9,11.4,25,262
2008,United_State,COMMANDER 4X4,SUV,3.7,6,A5,X,14.6,10.6,12.8,22,294
2008,United_State,COMMANDER 4X4 (MDS),SUV,5.7,8,A5,X,16.4,11.0,14.0,20,322
2008,United_State,COMMANDER 4X4 FFV,SUV,4.7,8,A5,X,15.6,10.7,13.4,21,308
2008,United_State,COMMANDER 4X4 FFV,SUV,4.7,8,A5,E,21.1,14.8,18.3,15,293
2008,United_State,COMPASS,SUV,2.0,4,AV,X,9.0,7.3,8.3,34,191
2008,United_State,COMPASS,SUV,2.4,4,AV,X,9.7,8.0,8.9,32,205
2008,United_State,COMPASS,SUV,2.4,4,M5,X,8.9,7.1,8.1,35,186
2008,United_State,COMPASS 4X4,SUV,2.4,4,AV,X,9.9,8.2,9.2,31,212
2008,United_State,COMPASS 4X4,SUV,2.4,4,M5,X,9.2,7.3,8.3,34,191
2008,United_State,GRAND CHEROKEE 4X4,SUV,3.7,6,A5,X,13.9,10.1,12.2,23,281
2008,United_State,GRAND CHEROKEE 4X4 (MDS),SUV,5.7,8,A5,X,16.1,10.9,13.8,20,317
2008,United_State,GRAND CHEROKEE 4X4 FFV,SUV,4.7,8,A5,X,15.6,10.7,13.4,21,308
2008,United_State,GRAND CHEROKEE 4X4 FFV,SUV,4.7,8,A5,E,21.1,14.8,18.3,15,293
2008,United_State,GRAND CHEROKEE 4X4 SRT8,SUV,6.1,8,A5,Z,19.1,14.3,16.9,17,389
2008,United_State,GRAND CHEROKEE 4X4 TURBO DIESEL,SUV,3.0,6,A5,D,12.0,9.0,10.7,26,289
2008,United_State,LIBERTY 4X4,SUV,3.7,6,A4,X,14.0,9.7,12.1,23,278
2008,United_State,LIBERTY 4X4,SUV,3.7,6,M6,X,13.4,9.2,11.5,25,264
2008,United_State,PATRIOT,SUV,2.0,4,AV,X,9.0,7.3,8.3,34,191
2008,United_State,PATRIOT,SUV,2.4,4,AV,X,9.7,8.0,8.9,32,205
2008,United_State,PATRIOT,SUV,2.4,4,M5,X,8.9,7.1,8.1,35,186
2008,United_State,PATRIOT 4X4,SUV,2.4,4,AV,X,9.9,8.2,9.2,31,212
2008,United_State,PATRIOT 4X4,SUV,2.4,4,M5,X,9.2,7.3,8.3,34,191
2008,United_State,PATRIOT 4X4 TRAIL RATED,SUV,2.4,4,AV,X,10.6,9.4,10.1,28,232
2008,United_State,WRANGLER 4X4,SUV,3.8,6,A4,X,14.1,10.3,12.4,23,285
2008,United_State,WRANGLER 4X4,SUV,3.8,6,M6,X,14.1,10.8,12.6,22,290
2008,South_Korea,AMANTI,FULL-SIZE,3.8,6,A5,X,12.6,8.2,10.6,27,244
2008,South_Korea,MAGENTIS,MID-SIZE,2.4,4,A5,X,9.7,6.4,8.2,34,189
2008,South_Korea,MAGENTIS,MID-SIZE,2.4,4,M5,X,9.6,6.3,8.1,35,186
2008,South_Korea,MAGENTIS,MID-SIZE,2.7,6,A5,X,10.6,7.0,9.0,31,207
2008,South_Korea,RIO,COMPACT,1.6,4,A4,X,8.1,5.7,7.0,40,161
2008,South_Korea,RIO,COMPACT,1.6,4,M5,X,7.4,6.2,6.9,41,159
2008,South_Korea,RONDO,STATION WAGON - MID-SIZE,2.4,4,A4,X,11.0,7.5,9.4,30,216
2008,South_Korea,RONDO,STATION WAGON - MID-SIZE,2.7,6,A5,X,11.6,7.7,9.8,29,225
2008,South_Korea,SEDONA,MINIVAN,3.8,6,A5,X,13.2,8.8,11.2,25,258
2008,South_Korea,SORENTO,SUV,3.3,6,A5,X,13.4,9.2,11.5,25,264
2008,South_Korea,SORENTO,SUV,3.8,6,A5,X,14.0,9.6,12.0,24,276
2008,South_Korea,SORENTO 4X4,SUV,3.3,6,A5,X,14.0,9.2,11.8,24,271
2008,South_Korea,SORENTO 4X4,SUV,3.8,6,A5,X,14.0,9.8,12.1,23,278
2008,South_Korea,SPECTRA,MID-SIZE,2.0,4,A4,X,8.6,6.2,7.5,38,172
2008,South_Korea,SPECTRA,MID-SIZE,2.0,4,M5,X,8.9,6.5,7.8,36,179
2008,South_Korea,SPORTAGE,SUV,2.0,4,A4,X,10.7,8.0,9.5,30,218
2008,South_Korea,SPORTAGE,SUV,2.0,4,M5,X,10.4,7.8,9.2,31,212
2008,South_Korea,SPORTAGE,SUV,2.7,6,A4,X,12.1,8.5,10.5,27,242
2008,South_Korea,SPORTAGE 4X4,SUV,2.0,4,M5,X,10.9,8.3,9.7,29,223
2008,South_Korea,SPORTAGE 4X4,SUV,2.7,6,A4,X,12.4,9.4,11.1,25,255
2008,Italy,GALLARDO,TWO-SEATER,5.0,10,AS6,Z,19.6,11.7,16.1,18,370
2008,Italy,GALLARDO,TWO-SEATER,5.0,10,M6,Z,20.4,12.1,16.7,17,384
2008,Italy,GALLARDO SPYDER,TWO-SEATER,5.0,10,AS6,Z,20.8,12.6,17.1,17,393
2008,Italy,GALLARDO SPYDER,TWO-SEATER,5.0,10,M6,Z,21.8,13.0,17.8,16,409
2008,Italy,MURCIELARGO,TWO-SEATER,6.5,12,AS6,Z,24.0,13.9,19.4,15,446
2008,Italy,MURCIELARGO,TWO-SEATER,6.5,12,M6,Z,25.9,15.8,21.3,13,490
2008,Italy,MURCIELARGO ROADSTER,TWO-SEATER,6.5,12,AS6,Z,24.0,13.9,19.4,15,446
2008,Italy,MURCIELARGO ROADSTER,TWO-SEATER,6.5,12,M6,Z,25.9,15.8,21.3,13,490
2008,United_Kingdom,LR2 HSE 4X4,SUV,3.2,6,AS6,X,13.3,8.8,11.2,25,258
2008,United_Kingdom,LR2 SE 4X4,SUV,3.2,6,AS6,X,13.3,8.8,11.2,25,258
2008,United_Kingdom,LR3 V6 4X4,SUV,4.0,6,AS6,X,17.2,11.3,14.6,19,336
2008,United_Kingdom,LR3 V8 4X4,SUV,4.4,8,AS6,X,17.2,11.5,14.8,19,340
2008,United_Kingdom,RANGE ROVER 4X4,SUV,4.4,8,AS6,X,17.3,11.2,14.5,19,334
2008,United_Kingdom,RANGE ROVER SC 4X4 #,SUV,4.2,8,AS6,X,17.7,11.4,14.8,19,340
2008,United_Kingdom,RANGE ROVER SPORT 4X4,SUV,4.4,8,AS6,X,17.2,11.0,14.4,20,331
2008,United_Kingdom,RANGE ROVER SPORT SC 4X4 #,SUV,4.2,8,AS6,X,17.7,11.4,14.9,19,343
2008,Japan,ES 350,MID-SIZE,3.5,6,AS6,Z,10.9,7.2,9.3,30,214
2008,Japan,GS 350,MID-SIZE,3.5,6,AS6,Z,10.9,7.4,9.3,30,214
2008,Japan,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,11.6,8.0,10.0,28,230
2008,Japan,GS 450H,COMPACT,3.5,6,AV,Z,8.7,7.8,8.3,34,191
2008,Japan,GS 460,MID-SIZE,4.6,8,AS8,Z,12.4,8.1,10.5,27,242
2008,Japan,GX 470,SUV,4.7,8,A5,Z,15.3,11.4,13.6,21,313
2008,Japan,IS 250,SUBCOMPACT,2.5,6,AS6,Z,9.8,6.7,8.4,34,193
2008,Japan,IS 250,SUBCOMPACT,2.5,6,M6,Z,11.6,7.6,9.8,29,225
2008,Japan,IS 250 AWD,SUBCOMPACT,2.5,6,AS6,Z,10.5,7.6,9.2,31,212
2008,Japan,IS 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,10.9,7.8,9.5,30,218
2008,Japan,IS F,SUBCOMPACT,5.0,8,AS8,Z,13.1,8.5,11.0,26,253
2008,Japan,LS 460,FULL-SIZE,4.6,8,AS8,Z,12.9,8.2,10.8,26,248
2008,Japan,LS 460 L,FULL-SIZE,4.6,8,AS8,Z,12.9,8.2,10.8,26,248
2008,Japan,LS 600hL AWD,FULL-SIZE,5.0,8,AV,Z,10.6,9.1,9.9,29,228
2008,Japan,LX 570,SUV,5.7,8,AS6,Z,17.1,11.4,14.5,19,334
2008,Japan,RX 350 4WD,SUV,3.5,6,A5,Z,12.4,9.0,10.9,26,251
2008,Japan,RX 400H 4WD,SUV,3.3,6,AV,Z,7.8,8.4,8.1,35,186
2008,Japan,SC 430,MINICOMPACT,4.3,8,AS6,Z,12.9,8.8,11.0,26,253
2008,United_State,MARK LT 4X4,PICKUP TRUCK - STANDARD,5.4,8,A4,X,17.0,12.1,14.8,19,340
2008,United_State,MKX,SUV,3.5,6,A6,X,12.8,8.4,10.8,26,248
2008,United_State,MKX AWD,SUV,3.5,6,A6,X,13.6,9.2,11.6,24,267
2008,United_State,MKZ,MID-SIZE,3.5,6,A6,X,11.6,7.0,9.5,30,218
2008,United_State,MKZ AWD,MID-SIZE,3.5,6,A6,X,12.7,8.3,10.7,26,246
2008,United_State,TOWN CAR,FULL-SIZE,4.6,8,A4,X,13.8,9.0,11.7,24,269
2008,United_State,TOWN CAR FFV,FULL-SIZE,4.6,8,A4,X,14.1,8.8,11.7,24,269
2008,United_State,TOWN CAR FFV,FULL-SIZE,4.6,8,A4,E,18.4,12.5,15.7,18,251
2008,Italy,GRANTURISMO,SUBCOMPACT,4.2,8,AS6,Z,16.7,10.3,14.3,20,329
2008,Italy,QUATTROPORTE,FULL-SIZE,4.2,8,AS6,Z,18.1,11.5,15.5,18,356
2008,Japan,B2300,PICKUP TRUCK - SMALL,2.3,4,A5,X,11.2,8.3,9.9,29,228
2008,Japan,B2300,PICKUP TRUCK - SMALL,2.3,4,M5,X,9.9,7.5,8.8,32,202
2008,Japan,B3000,PICKUP TRUCK - SMALL,3.0,6,A5,X,14.4,10.0,12.4,23,285
2008,Japan,B3000,PICKUP TRUCK - SMALL,3.0,6,M5,X,13.3,9.5,11.6,24,267
2008,Japan,B4000,PICKUP TRUCK - SMALL,4.0,6,A5,X,13.9,10.2,12.2,23,281
2008,Japan,B4000 4X4,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.7,11.7,13.9,20,320
2008,Japan,B4000 4X4,PICKUP TRUCK - SMALL,4.0,6,M5,X,14.4,10.9,12.8,22,294
2008,Japan,CX-7 4X4 TURBO,SUV,2.3,4,AS6,Z,12.7,9.1,11.1,25,255
2008,Japan,CX-7 TURBO,SUV,2.3,4,AS6,Z,12.4,8.7,10.7,26,246
2008,Japan,CX-9,SUV,3.7,6,AS6,X,13.2,9.0,11.3,25,260
2008,Japan,CX-9 4X4,SUV,3.7,6,AS6,X,14.0,9.7,12.0,24,276
2008,Japan,MAZDA3,COMPACT,2.0,4,AS4,X,9.1,6.4,7.9,36,182
2008,Japan,MAZDA3,COMPACT,2.0,4,M5,X,8.4,6.1,7.4,38,170
2008,Japan,MAZDA3,COMPACT,2.3,4,AS5,X,9.4,6.9,8.3,34,191
2008,Japan,MAZDA3,COMPACT,2.3,4,M5,X,9.2,6.7,8.1,35,186
2008,Japan,MAZDA5,MINIVAN,2.3,4,AS5,X,9.9,7.2,8.7,32,200
2008,Japan,MAZDA5,MINIVAN,2.3,4,M5,X,9.6,7.1,8.4,34,193
2008,Japan,MAZDA6,MID-SIZE,2.3,4,AS5,X,9.9,7.0,8.6,33,198
2008,Japan,MAZDA6,MID-SIZE,2.3,4,M5,X,10.1,6.9,8.7,32,200
2008,Japan,MAZDA6,MID-SIZE,3.0,6,AS6,X,11.9,7.9,10.1,28,232
2008,Japan,MAZDA6,MID-SIZE,3.0,6,M5,X,12.2,8.1,10.3,27,237
2008,Japan,MAZDASPEED 3 TURBO,MID-SIZE,2.3,4,M6,Z,11.8,7.6,9.9,29,228
2008,Japan,MX-5,TWO-SEATER,2.0,4,AS6,Z,10.5,7.2,9.0,31,207
2008,Japan,MX-5,TWO-SEATER,2.0,4,M5,Z,9.5,7.3,8.5,33,196
2008,Japan,MX-5,TWO-SEATER,2.0,4,M6,Z,9.8,7.4,8.7,32,200
2008,Japan,RX-8,SUBCOMPACT,1.3,2,AS6,Z,12.9,8.6,11.0,26,253
2008,Japan,RX-8,SUBCOMPACT,1.3,2,M6,Z,12.8,9.2,11.2,25,258
2008,Japan,TRIBUTE,SUV,2.3,4,A4,X,10.3,7.7,9.1,31,209
2008,Japan,TRIBUTE,SUV,2.3,4,M5,X,9.4,7.1,8.4,34,193
2008,Japan,TRIBUTE,SUV,3.0,6,A4,X,11.7,8.2,10.1,28,232
2008,Japan,TRIBUTE AWD,SUV,2.3,4,A4,X,10.9,8.5,9.8,29,225
2008,Japan,TRIBUTE AWD,SUV,3.0,6,A4,X,12.5,9.1,10.8,26,248
2008,Germany,B 200,STATION WAGON - SMALL,2.0,4,AV,Z,9.2,7.2,8.3,34,191
2008,Germany,B 200,STATION WAGON - SMALL,2.0,4,M5,Z,9.2,6.7,8.1,35,186
2008,Germany,B 200 TURBO,STATION WAGON - SMALL,2.0,4,AV,Z,9.5,7.4,8.6,33,198
2008,Germany,B 200 TURBO,STATION WAGON - SMALL,2.0,4,M6,Z,10.3,6.9,8.8,32,202
2008,Germany,C 230,COMPACT,2.5,6,A7,Z,11.5,7.5,9.7,29,223
2008,Germany,C 230,COMPACT,2.5,6,M6,Z,11.8,7.4,9.8,29,225
2008,Germany,C 230 4MATIC,COMPACT,2.5,6,A7,Z,11.9,7.9,10.1,28,232
2008,Germany,C 300,COMPACT,3.0,6,M6,Z,11.7,7.7,9.9,29,228
2008,Germany,C 300 4MATIC,COMPACT,3.0,6,A7,Z,12.0,8.0,10.2,28,235
2008,Germany,C 300 FFV,COMPACT,3.0,6,A7,Z,11.7,7.8,9.9,29,228
2008,Germany,C 300 FFV,COMPACT,3.0,6,A7,E,15.9,10.5,13.5,21,216
2008,Germany,C 350,COMPACT,3.5,6,A7,Z,12.2,7.9,10.3,27,237
2008,Germany,C 350 4MATIC,COMPACT,3.5,6,A7,Z,12.5,8.2,10.6,27,244
2008,Germany,C 63 AMG,COMPACT,6.2,8,AS7,Z,18.0,10.6,14.7,19,338
2008,Germany,CL 550,COMPACT,5.5,8,A7,Z,15.1,9.4,12.5,23,288
2008,Germany,CL 600 TURBO,COMPACT,5.5,12,A5,Z,19.2,12.0,16.0,18,368
2008,Germany,CL 63 AMG,COMPACT,6.2,8,AS7,Z,18.7,11.2,15.3,18,352
2008,Germany,CL 65 AMG TURBO,COMPACT,6.0,12,AS5,Z,19.1,11.8,15.8,18,363
2008,Germany,CLK 350 CONVERTIBLE,SUBCOMPACT,3.5,6,A7,Z,12.3,7.8,10.3,27,237
2008,Germany,CLK 350 COUPE,SUBCOMPACT,3.5,6,A7,Z,12.3,7.8,10.3,27,237
2008,Germany,CLK 550 CONVERTIBLE,SUBCOMPACT,5.5,8,A7,Z,14.5,9.4,12.2,23,281
2008,Germany,CLK 550 COUPE,SUBCOMPACT,5.5,8,A7,Z,14.4,9.1,12.0,24,276
2008,Germany,CLK 63 AMG CONVERTIBLE,SUBCOMPACT,6.2,8,AS7,Z,18.4,11.0,15.0,19,345
2008,Germany,CLS 550,COMPACT,5.5,8,A7,Z,15.1,9.5,12.6,22,290
2008,Germany,CLS 63 AMG,COMPACT,6.2,8,AS7,Z,17.7,11.2,14.8,19,340
2008,Germany,E 300 4MATIC,MID-SIZE,3.0,6,A7,Z,12.4,8.8,10.8,26,248
2008,Germany,E 320 BLUETEC TURBO,MID-SIZE,3.0,6,A7,D,9.0,6.1,7.7,37,208
2008,Germany,E 350 4MATIC,MID-SIZE,3.5,6,A5,Z,12.9,9.0,11.2,25,258
2008,Germany,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,A5,Z,13.3,9.4,11.6,24,267
2008,Germany,E 550 4MATIC,MID-SIZE,5.5,8,A5,Z,15.8,10.4,13.4,21,308
2008,Germany,E 63 AMG SEDAN,MID-SIZE,6.2,8,AS7,Z,17.2,10.8,14.3,20,329
2008,Germany,G 500,SUV,5.0,8,A7,Z,18.4,13.5,16.2,17,373
2008,Germany,G 55 AMG KOMPRESSOR #,SUV,5.4,8,AS5,Z,19.8,15.0,17.6,16,405
2008,Germany,GL 320 CDI 4MATIC TURBO,SUV,3.0,6,A7,D,11.5,8.3,10.1,28,273
2008,Germany,GL 450 4MATC,SUV,4.7,8,A7,Z,15.8,11.1,13.7,21,315
2008,Germany,GL 550 4MATIC,SUV,5.5,8,A7,Z,16.6,11.7,14.4,20,331
2008,Germany,MAYBACH 57 TURBO,FULL-SIZE,5.5,12,A5,Z,21.1,12.9,17.4,16,400
2008,Germany,MAYBACH 57S TURBO,FULL-SIZE,6.0,12,A5,Z,21.2,12.9,17.5,16,402
2008,Germany,MAYBACH 62 TURBO,FULL-SIZE,5.5,12,A5,Z,21.1,12.9,17.4,16,400
2008,Germany,MAYBACH 62S TURBO,FULL-SIZE,6.0,12,A5,Z,21.2,12.9,17.5,16,402
2008,Germany,ML 320 CDI 4MATIC TURBO,SUV,3.0,6,A7,D,11.3,8.3,10.0,28,270
